TRANSPOREON ID,Carrier,OriginalVAT,VAT,VatSource,Country,Registered,RegisteredName,RegisteredAddress,StoredAddress,NameMatch,AddressMatch,Confidence,Notes
357479,Marvicon SRL,RO34957399,RO34957399,original,RO,Yes,MARVICON SRL,MUN. ORADEA 410554 STR. OGORULUI Nr. 258 Et. 2,"Strada Ogorului 258, Et. 2, 410554, Oradea",Match,Match,Confirmed,
365199,Containerships - CMA CGM GmbH,,,original,DE,,,,"Chilehaus A, Fischertwiete 2, 20095, Hamburg",N/A,N/A,Unresolved,No VAT: missing; HRB 59289 Hamburg confirmed but USt-IdNr not disclosed in public registry results
365019,RANGE-TRANS SPOLKA Z OGRANICZANA ODPOWIEDZIALNOSCIA,,,original,PL,,,,"Matki Teresy z Kalkuty 18, lok.8, 20-538, Lublin",N/A,N/A,Unresolved,"No VAT: missing; no KRS match found for Range-Trans Sp. z o.o. at Matki Teresy z Kalkuty 18, Lublin"
366132,Uber Freight B.V.,,,original,NL,,,,"Mr.Treublaan 7, 1097 DP, Amsterdam",N/A,N/A,Unresolved,No VAT: missing; KvK references returned conflicting numbers; BTW for Uber Freight B.V. not reliably identified
366806,TRANSPIL-SPEDITION LOGISTICS GROUP SP. Z O.O. SP. KOMANDYTOWA,,PL7671705599,discovered,PL,Yes,TRANSPIL-SPEDITION LOGISTICS GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,"BRZOZOWA 2, 64-917 SKÓRKA","Brzozowa 2, 64-917, Skorka",Match,Match,Likely correct,"No VAT: missing; Web: krs-online.com.pl / northdata. KRS 0000670736, address matches Brzozowa 2, 64-917 Skórka"
374048,GT-Trans Faktoring Sp. z o.o.,PL5223051994,PL5223051994,original,PL,No,,,"85 Al. Jerozolimskie, Unit 21, 02-001, Warsaw",N/A,N/A,Unresolved,"Low confidence: PL5223051994 (input record (pre-populated, vatStatus=valid)). vat preserved from input; no independent web confirmation attempted in this pass"
375326,Blackbuck Poland Sp. Z o.o.,PL7010943304,PL7010943304,original,PL,Yes,TRUKKER EUROPE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI,"KALEŃSKA 5, 04-367 WARSZAWA","Mokotowska 49, 00-542, Warszawa",Partial,Partial,Confirmed,"Blackbuck Poland → TruKKer Europe (Blackbuck rebranded/restructured into TruKKer, now in liquidation)"
377350,Range Trans Group OÜ,EE 102138294,EE102138294,original,EE,No,,,"Pärnu mnt 76-7,, Harju maakond,  Kesklinna linnaosa,, 10131, Tallinn",N/A,N/A,Unresolved,"Low confidence: EE102138294 (input record (pre-populated, vatStatus=valid)). vat preserved from input; no independent web confirmation attempted in this pass"
379056,Luk-Trans Łukasz Bloch,,PL7621873194,discovered,PL,Yes,ŁUKASZ BLOCH,"BLOCHY 26A, 07-210 DŁUGOSIODŁO","26A, BLOCHY, 07-210, Długosiodło",Match,Match,Likely correct,"No VAT: missing; Web: targeo.pl / monitorfirm.pb.pl. sole proprietorship, address Blochy 26A matches Długosiodło municipality"
387692,KRAFTTRANS Taurus Sp. z o.o.,5213880950,PL5213880950,original,PL,Yes,KRAFTTRANS TAURUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"RADZYMIŃSKA 326 M218, 05-091 ZĄBKI","ul. BARTYCKA, nr 22B, lok. 21A, 00-716, WARSZAWA",Match,Mismatch,Confirmed,
391494,DHL Parcel (Switzerland) AG,,CHE-109.390.707,discovered,CH,,DHL Parcel (Switzerland) AG,"Güterstrasse 107, 4133 Pratteln","Güterstrasse 107, 4133, Pratteln",Match,N/A,Non-EU,"No VAT: missing; Web: moneyhouse.ch / lixt.ch. UID equals MWST number; address Güterstrasse 107, 4133 Pratteln matches"
302920,F&O Agnieszka Osica-Foltyn,,PL8221247476,discovered,PL,Yes,AGNIESZKA OSICA-FOLTYN,"JANA HEWELIUSZA 15, 05-300 MIŃSK MAZOWIECKI","F&O Agnieszka Osica-Foltyn, 05-300, Mińsk Mazowiecki",Match,Cannot compare,Likely correct,"No VAT: missing; Web: pkt.pl. sole proprietorship, address Heweliusza 15, 05-300 Mińsk Mazowiecki matches postal code"
400030,DBK LOGISTICS SP. Z O.O. SP.K.,,PL5252827718,discovered,PL,Yes,DBK LOGISTICS CEE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"ZAJĘCZA 15, 00-351 WARSZAWA","Zajęcza 15, 00-351, Warszawa",Partial,Match,Likely correct,No VAT: missing; Web: aleo.com. address Zajęcza 15 Warszawa matches; registry results mix 'DBK LOGISTICS CEE Sp. z o.o.' and 'Sp. z o.o. Sp.k.' entities — NIP may belong to the Sp. z o.o. parent rather than the Sp.k.; DBK Logistics Sp. z o.o. Sp.k. vs DBK Logistics CEE Sp. z o.o. — related entities at same Warsaw address but legally distinct
400421,Broekman Logistics Sp. z o.o.,,PL7811851793,discovered,PL,Yes,BROEKMAN LOGISTICS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"TOWAROWA 35 M5, 61-896 POZNAŃ","Piekary 6/8, 61-823, Poznań",Match,Partial,Likely correct,No VAT: missing; Web: krs-pobierz.pl / EMIS. KRS 0000361292; registered address Towarowa 35/5 Poznań (stored Piekary 6/8 likely an office change but same legal entity)
400691,sennder Benelux B.V._TC,,NL859288961B01,discovered,NL,,sennder Benelux B.V.,"Trompenburgstraat 2-C, 1079TX Amsterdam","Keizersgracht 62-64, 1015 CS, Amsterdam",Match,N/A,Unresolved,"No VAT: missing; Web: btw-zoeken.nl / creditsafe. sennder Benelux B.V., VAT active since 2020; registered address differs from stored (Trompenburgstraat vs Keizersgracht) but same legal entity"
399723,LOPEZ & RYDER LOGISTIC S.L.U.,ESB01729920,ESB01729920,original,ES,,,,"Miquel Roca i Junyent nº7, local 212, 50011, Zaragoza",N/A,N/A,Unresolved,"Low confidence: ESB01729920 (input record (pre-populated, vatStatus=valid)). vat preserved from input; no independent web confirmation attempted in this pass"
313610,SA TORELLO TRASPORTI SRL,,FR77822218129,discovered,FR,error,TORELLO TRASPORTI SRL (French establishment),"5 Rue de Malacombe, 38070 Saint-Quentin-Fallavier","5 RUE DE MALACOMBE, BP 54, 38070, LYON",Match,N/A,Unresolved,"No VAT: missing; Web: hoodspot.fr (SIRET) + deterministic FR TVA key. French branch SIRET 82221812900028 → SIREN 822218129; TVA key computed as 77; address at Saint-Quentin-Fallavier (Malacombe), not Lyon as stored; API Pass 2 error: MS_MAX_CONCURRENT_REQ"
412708,FM Logistic - Crépy-en-Valois (FR60),,,original,FR,,,,"rue du Bois de Tillet, BP60224, 60802, Crépy-en-Valois",N/A,N/A,Unresolved,"No VAT: missing; FM Logistic site at Rue du Bois de Tillet, Crépy-en-Valois confirmed but legal entity TVA not disclosed; this is likely a branch of FM Logistic France SAS, separate SIREN"
413540,Quality Trans Sp.z o.o.,,,original,PL,,,,"Tadeusza Kościuszki 38/24, 40-048, Katowice",N/A,N/A,Unresolved,No VAT: missing; no Quality Trans Sp. z o.o. at Kościuszki 38/24 Katowice found; the only Quality Trans Sp. z o.o. is in Pińczów (NIP 6621821630) — different address
423233,GRAMIX Sp. z .o.o.,PL1182153482,PL1182153482,original,PL,Yes,GRAMIX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"KOMORÓW 20, 05-085 KOMORÓW","Komorów, 05-085, Kampinos",Match,Match,Confirmed,
434944,TSL Wiolmar Marcin Osiński,PL5311529716,PL5311529716,original,PL,Yes,MARCIN OSIŃSKI,"BRONINEK 4, 05-190 NASIELSK","Broninek 4, 05-190, Nasielsk",Match,Match,Confirmed,
441173,UAB Girteka Europe West,,LT100015399114,discovered,LT,Yes,Girteka Logistics UAB,"Laisvės pr. 36, Vilniaus m., Vilniaus m. sav.","Laisvės pr. 36, 4340, Vilnius",Partial,Match,Likely correct,No VAT: missing; Web: tax.lt. VAT registered 2022-11-08; Laisvės pr. 36 Vilnius matches; UAB Girteka Europe West → Girteka Logistics UAB (related entities within Girteka group sharing Vilnius HQ)
442297,Ellerman City Liners,GB398523059,GB398523059,original,GB,Yes,ELLERMAN CITY LINERS LIMITED,"8 LLOYD&#x27;S AVENUE, LONDON, EC3N 3EL, GB","133 Hall Lane, RM141AL, Upminster",Match,Partial,Confirmed,
460334,SAFE SHIPPING SP. Z O.O.,,PL5862072135,discovered,PL,Yes,'SAFE SHIPPING' SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"JANUSZA KORCZAKA 13, 81-473 GDYNIA","JANUSZA KORCZAKA 13, 81-473, GDYNIA",Match,Match,Likely correct,"No VAT: missing; Web: krs-online.com.pl / imsig.pl. KRS 0000043913; address Korczaka 13, 81-473 Gdynia matches"
601754,AKBULUT NAK TUR LTD ŞTİ,,,original,TR,,,,"içerenköy mah prof dr necmettin erbakan cad no 83 K:2 D:7, 34752, İSTANBUL",N/A,N/A,Non-EU,No VAT: missing; Akbulut Nakliyat Turizm Ltd. Şti. confirmed at İçerenköy/Ataşehir but vergi numarası not published online
459342,Damco Germany GmbH,,DE811151940,discovered,DE,Yes,N/A,N/A,"Katharinenstraße 5, 20457, Hamburg",N/A,N/A,To be verified,No VAT: missing; Web: wer-zu-wem.de / handelsregister. HRB 50203 Hamburg; current registered office Ludwig-Erhard-Straße 22 (stored Katharinenstraße is a prior/branch address)
226386,Unifeeder Germany,,,original,DE,,,,"Neuer Dovenhof, Brandstwiete 1, 20457, Hamburg",N/A,N/A,Unresolved,"No VAT: missing; registered as branch of Unifeeder A/S (HRB 110177, Brandstwiete 1 confirmed) — as a branch it may use the Danish parent's VAT; no DE USt-IdNr found"
